성명,소속,직위,재산의 종류,대분류,본인과의 관계,소재지 면적 등 권리의 명세,종전가액,증가액,증가액_실거래가,감소액,감소액_실거래가,현재가액,변동사유,개별index,지역
정외경,울산광역시 북구의회,의원,예금,예금,모,"농협은행 5(1 감소), 농협중앙회 85(29 증가), 신한은행 1,경남은행 6",69,29,0,1,0,97,급여 및 보험 등 예금 증가 생활비로 인한 지출 증가,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,예금,예금,장남,"신한은행 18,519(7,336 증가), 농협중앙회 202(104 증가),국민은행 1, (주)KEB하나은행 100, 흥국화재해상보험(주)14,521(694 증가)",25209,9274,0,1140,0,33343,,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,예금,예금,장녀,"(주)KEB하나은행 408(346 감소), 농협중앙회 179(11 감소),한국카카오은행(주) 0(13 감소), KB증권 72(72 증가),흥국화재해상보험(주) 4,602(575 증가)",4984,647,0,370,0,5261,,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,유가증권,상장주식,배우자,"지누스 200주, 영진약품 200주(200주 증가), 넥스트사이언스 200주(200주 증가), LG화학 0주(24주 감소), 삼성전자50주(50주 증가), 삼성바이오로직 10주(10주 증가), 한국가스공사 40주(40주 증가)",18304,10136,0,8004,0,20436,주식 매도 및 매수 주식 평가액 변동,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,유가증권,비상장주식,배우자,"텔슨전자 1,014주",507,0,0,0,0,507,주식 매도 및 매수 주식 평가액 변동,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,유가증권,상장주식,장녀,"SK바이오랜드 40주(40주 증가), GV 1,401주(1,401주 증가)",0,3029,0,0,0,3029,주식 매도 및 매수 주식 평가액 변동,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,채권,채권,배우자,사인간채권,30000,0,0,0,0,30000,가액변동 없음,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,채무,채무,본인,사인간채무,30000,0,0,0,0,30000,가액변동 없음,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,채무,금융기관채무,본인,"롯데손해보험 2,800, 흥국화재해상보험(주) 4,860",7660,0,0,0,0,7660,가액변동 없음,정외경-울산광역시 북구의회-의원,ulsan
정외경,울산광역시 북구의회,의원,채무,금융기관채무,부,"농협중앙회 252,137(285 증가)",251852,285,0,0,0,252137,채무 증가,정외경-울산광역시 북구의회-의원,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 544-2번지 1,018.00㎡",90194,0,0,0,0,90194,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 544-3번지 1,055.00㎡",91785,0,0,0,0,91785,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,울산광역시 울주군 언양읍 직동리 563-1번지 559.00㎡,48633,0,0,0,0,48633,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 648-3번지 1,107.00㎡",76272,0,0,0,0,76272,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,울산광역시 울주군 언양읍 평리 134-1번지 102.00㎡,6446,0,0,0,0,6446,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 평리 134-2번지 2,509.00㎡",158568,0,0,0,0,158568,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,목장용지,본인,울산광역시 울주군 언양읍 평리 177-9번지 387.00㎡,23258,0,0,0,0,23258,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,전,본인,울산광역시 울주군 언양읍 반곡리 975-8번지 772.00㎡중 118.00㎡,7103,0,0,0,0,7103,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,울산광역시 울주군 언양읍 직동리 512-4번지 13.00㎡중 2.00㎡,188,0,0,0,0,188,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 529-7번지 1,915.00㎡중 294.00㎡",28900,0,0,0,0,28900,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 550-2번지 2,017.00㎡중 310.00㎡",26970,0,0,0,0,26970,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 562-1번지 1,564.00㎡중 240.00㎡",20880,0,0,0,0,20880,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 언양읍 직동리 631-2번지 2,036.00㎡중 313.00㎡",27231,0,0,0,0,27231,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,임야,본인,울산광역시 울주군 언양읍 태기리 산 2-2번지 324.00㎡중 50.00㎡,97,0,0,0,0,97,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,잡종지,본인,울산광역시 울주군 언양읍 반곡리 975-14번지 303.00㎡중 46.00㎡,7672,0,0,0,0,7672,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,창고용지,본인,울산광역시 울주군 언양읍 직동리 529-1번지 450.00㎡중 69.00㎡,10108,0,0,0,0,10108,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,대지,본인,울산광역시 울주군 언양읍 평리 198번지 383.00㎡ 중 58.00㎡,9720,0,0,0,0,9720,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 두동면 월평리 828번지 0.00㎡(3,539.00㎡ 감소)",152884,0,0,152884,100000,0,두동면 3필지 일괄 매매.개별토지 실거래가 임의 기재,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 두동면 월평리 830번지 0.00㎡(2,502.00㎡ 감소)",108086,0,0,108086,250000,0,두동면 3필지 일괄 매매.개별토지 실거래가 임의 기재,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,본인,"울산광역시 울주군 두동면 월평리 817번지 0.00㎡(3,068.00㎡ 감소)",132537,0,0,132537,150000,0,두동면 3필지 일괄 매매.개별토지 실거래가 임의 기재,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,배우자,"울산광역시 울주군 청량읍 삼정리 104-2번지 1,307.00㎡",37903,0,0,0,0,37903,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,"울산광역시 울주군 언양읍 평리 216-1번지 1,253.00㎡",74678,0,0,0,0,74678,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,전,모,울산광역시 울주군 언양읍 반곡리 975-8번지 772.00㎡중 178.10㎡,10721,0,0,0,0,10721,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,울산광역시 울주군 언양읍 직동리 512-4번지 13.00㎡중 3.00㎡,283,0,0,0,0,283,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,"울산광역시울주군 언양읍 직동리 529-7번지 1,915.00㎡중 441.90㎡",43438,0,0,0,0,43438,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,"울산광역시울주군 언양읍 직동리 550-2번지 2,017.00㎡중 465.40㎡",40489,0,0,0,0,40489,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,"울산광역시울주군 언양읍 직동리 562-1번지 1,564.00㎡중 360.90㎡",31398,0,0,0,0,31398,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,답,모,"울산광역시울주군 언양읍 직동리 631-2번지 2,036.00㎡중 469.80㎡",40872,0,0,0,0,40872,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,임야,모,울산광역시 울주군 언양읍 태기리 산 2-2번지 324.00㎡중 74.70㎡,145,0,0,0,0,145,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,잡종지,모,울산광역시 울주군 언양읍 반곡리 975-14번지 303.00㎡중 69.90㎡,11659,0,0,0,0,11659,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,창고용지,모,울산광역시 울주군 언양읍 직동리 529-1번지 450.00㎡중 103.80㎡,15206,0,0,0,0,15206,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,토지,대지,모,울산광역시 울주군 언양읍 평리 198번지 383.00㎡ 중 88.30㎡,14799,0,0,0,0,14799,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,건물,기타,본인,"울산광역시 울주군 언양읍 평리 대지 1,653.00㎡건물 329.40㎡",116035,0,0,0,0,116035,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,건물,아파트,배우자,울산광역시 울주군 언양읍 서부리 서울산한신휴플러스 건물 77.67㎡,205000,0,0,0,0,205000,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,건물,단독주택,배우자,울산광역시 울주군 청량읍 삼정리 건물 70.77㎡(건물 70.77㎡증가),0,2632,2632,0,0,2632,이전 신고 누락건 등록,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,건물,기타,모,울산광역시 울주군 언양읍 평리 건물 99.66㎡,110000,0,0,0,0,110000,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,건물,기타,모,울산광역시 울주군 언양읍 직동리 건물 99.00㎡,990,0,0,0,0,990,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2013년식 베라크루즈 배기량(2,959cc)",20340,0,0,0,0,20340,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2007년식 그랜저TG 배기량(2,656cc)",4160,0,0,0,0,4160,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2005년식 포터2 배기량(2,476cc)",2090,0,0,0,0,2090,,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,예금,예금,본인,"중소기업은행 3, 우체국 1,453, KB증권 1, 울주신협 89,한화손해보험 31(31 증가), 농협은행 29, 한화투자증권 78(78증가), 울주 528, 국민은행 5, 농협중앙회 17,782(100,419 감소), 한화생명보험주식회사 83(83 증가),디지비생명보험㈜ 8,879(502 증가)",128686,16726,0,116451,0,28961,자녀 대학등록금 교통비 및 모친 병원비 지원 생활비 자금 채무변제 자금 마련 등,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,예금,예금,배우자,"한화투자증권 78(78 증가), 농협중앙회 33(112 감소), 우체국 948, 삼성생명보험 14,203(463 증가), 농협은행 268(227 증가), 한화생명보험주식회사 34,500(1,214 증가), 농협손해보험 1,467(1,467 증가), 농협생명보험 8,629(850증가), 경남은행 7",55946,4299,0,112,0,60133,자녀 대학등록금 교통비 및 모친 병원비 지원 생활비 자금 채무변제 자금 마련 등,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,채무,금융기관채무,본인,"농협은행 30,768, 농협중앙회 467,146(348,279 감소)",846193,15384,0,363663,0,497914,채무 변제,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,채무,금융기관채무,배우자,"농협중앙회 30,653(16,974 감소), 농협은행 102,030(3,420감소)",153077,0,0,20394,0,132683,채무 변제,간정태-울산광역시 울주군의회-의장,ulsan
간정태,울산광역시 울주군의회,의장,채무,금융기관채무,모,"농협은행 46,152",46152,0,0,0,0,46152,,간정태-울산광역시 울주군의회-의장,ulsan
경민정,울산광역시 울주군의회,의원,토지,도로,부,부산광역시 사하구 감천동 15-32번지 129.00㎡ 중 6.66㎡,1230,0,0,0,0,1230,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,토지,대지,부,부산광역시 사하구 감천동 15-33번지 91.00㎡ 중 4.69㎡,2358,0,0,0,0,2358,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,아파트,본인,울산광역시 중구 서동 kcc 스위첸 건물 84.98㎡,275000,0,0,0,0,275000,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,다가구주택전세(임차)권,본인,울산광역시 울주군 청량읍 율리 건물 0.00㎡(건물 0.00㎡감소),0,0,0,0,0,0,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,다가구주택전세(임차)권,본인,울산광역시 울주군 청량읍 율리 건물 498.62㎡,10000,0,0,0,0,10000,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,아파트,배우자,울산광역시 중구 서동 kcc 스위첸 건물 84.98㎡,279000,0,0,0,0,279000,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,아파트,배우자,울산광역시 중구 유곡동 우정혁신도시 2차 동원로얄듀크 건물 85.00㎡,312000,0,0,0,0,312000,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,건물,연립주택,부,부산광역시 사하구 감천동 대지 210.00㎡중 10.84㎡건물 47.50㎡,33003,0,0,0,0,33003,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,2016년식 모닝 배기량(990cc),7060,0,0,0,0,7060,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2016년식 소렌토 배기량(2,000cc)",25820,0,0,0,0,25820,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,부,2004년식 마티즈 배기량(796cc),1560,0,0,0,0,1560,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,예금,예금,본인,"현대해상화재보험 15,729(860 증가), 감천2동 26, 우체국 1,824, 삼성증권 39(377 감소), 한화손해보험 4,774(381 증가), 국민은행 1,577(3,488 감소), 농협중앙회 11,326(4,948 증가),(주)KEB하나은행 3,000, 동양생명보험 2,531(95 증가), 경남은행 0(166 감소), 교보생명보험 42,000(3,000 증가)",77573,9648,0,4395,0,82826,정기적금 및 보험금 납입 등,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,예금,예금,배우자,"(주)KEB하나은행 3,509(1,248 감소), 케이디비생명보험 15,600(1,400 증가), 국민은행 8,136(152 증가),현대해상화재보험 29,434(1,219 증가), 현대중공업 6,633(2,249 감소), 하이투자증권 3,516(1,034 증가),교보생명보험 10,032",76552,4246,0,3938,0,76860,정기적금 및 보험금 납입 등,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,예금,예금,부,"감천2동 25(25 증가), 신한은행 552(552 증가), 부산은행 2,150(2,150 증가), 삼성화재해상보험 170(170 증가)",0,2897,0,0,0,2897,정기적금 및 보험금 납입 등,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,예금,예금,모,"승학신협 50, 부산은행 1,713(278 감소), 감천2동 271(69 감소), 한화생명보험주식회사 45,000(1,200 증가), 사하중앙1, 사상신협 24,500",70682,2400,0,1547,0,71535,정기적금 및 보험금 납입 등,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,유가증권,상장주식,배우자,"현대건설기계 28주(14주 증가), 현대중공업 36주(36주 증가), 현대중공업 0주(36주 감소), 현대중공업보통 173주, 현대미포조선 0주(60주 감소), 현대일렉트릭 28주(14주 증가), 호텔신라 50주(50주 증가)",29420,13035,0,9958,0,32497,신규 주식 매입 및 주식가액 변동,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,채무,건물임대채무,본인,울산광역시 중구 서동 kcc 스위첸 임대보증금,270000,0,0,0,0,270000,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,채무,금융기관채무,배우자,"한국증권금융 17,092, 한화생명보험주식회사 70,000",87092,0,0,0,0,87092,,경민정-울산광역시 울주군의회-의원,ulsan
경민정,울산광역시 울주군의회,의원,채무,건물임대채무,배우자,울산광역시 중구 서동 kcc 스위첸 임대보증금,260000,0,0,0,0,260000,,경민정-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,토지,답,본인,"울산광역시 울주군 온양읍 대안리 618번지 0.00㎡(1,210.00㎡ 감소)",38962,0,0,38962,140000,0,토지 매매,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,토지,임야,배우자,"울산광역시 울주군 온양읍 운화리 산 10번지 2,975.00㎡",21509,0,0,0,0,21509,,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,건물,아파트,본인,울산광역시 울주군 온양읍 망양리 망양1지구 34B1L 이편한세상울산온양 건물 75.00㎡,223400,0,0,0,0,223400,,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,건물,사무실전세(임차)권,배우자,울산광역시 울주군 온양읍 운화리 대지 154.00㎡ 건물 89.00㎡,20000,0,0,0,0,20000,,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,2011년식 모닝SLX 배기량(850cc),5660,0,0,0,0,5660,,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2014년식 K7 배기량(2,359cc)",16100,0,0,0,0,16100,,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,예금,예금,본인,"신한은행 37, 우리은행 1(1 증가), KB증권 4, 유안타증권 0(3 감소), 농협중앙회 480(2,047 감소), 경남은행 1,465(85 증가)",3951,86,0,2050,0,1987,생활비 마련 및 정기예금 납입 등,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,예금,예금,배우자,"(주)KEB하나은행 7, 새울산 23(18,000 감소), 농협중앙회2,794(1,111 감소), 우체국 23,391(200 감소),한화생명보험주식회사 42,703(1,243 증가), 한국투자증권 1,617(1,133 감소), 농협생명보험 16,899(623 증가),MG손해보험(주) 3,420(293 증가), 경남은행 434(139 증가)",109434,3267,0,21413,0,91288,생활비 마련 및 정기예금 납입 등,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,예금,예금,모,"농협은행 329(299 증가), 농협중앙회 430(93 감소), 울산중앙 7,252(7,001 증가)",804,7572,0,365,0,8011,생활비 마련 및 정기예금 납입 등,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,본인,"우체국 0(3,262 감소)",3262,0,0,3262,0,0,선거비 통장이었으나 현재 사용하지 않음,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,유가증권,상장주식,배우자,"한국전력 200주(200주 증가), 기아차 88주(88주 증가), 카프로 1,000주(1,000주 증가), KG이니시스 30주(30주 증가), 원익IPS 150주(150주 증가), SK하이닉스 50주(50주 증가)",0,20422,0,0,0,20422,신규 주식 매입,김상용-울산광역시 울주군의회-의원,ulsan
김상용,울산광역시 울주군의회,의원,채무,금융기관채무,본인,"한국주택금융공사 131,766(131,766 증가), 농협중앙회 25,573(9,427 감소), 경남은행 0(134,000 감소)",169000,157339,0,169000,0,157339,채무 변제 및 신규 채무,김상용-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,토지,대지,모,울산광역시 울주군 언양읍 다개리 163번지 526.00㎡ 중 6.80㎡,1037,0,0,0,0,1037,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,토지,전,모,"울산광역시 울주군 언양읍 다개리 164번지 1,101.00㎡중 14.20㎡",1047,0,0,0,0,1047,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,토지,전,모,울산광역시 울주군 언양읍 다개리 165번지 707.00㎡ 중 9.14㎡,674,0,0,0,0,674,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,건물,아파트,본인,울산광역시 울주군 범서읍 천상리 울산범서사랑으로부영건물 154.42㎡,328000,0,0,0,0,328000,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,건물,복합건물(주택+상가),부,울산광역시 중구 태화동 대지 187.50㎡ 건물 310.97㎡,371710,0,0,0,0,371710,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2015년식 제네시스 배기량(3,342cc)",30540,0,0,0,0,30540,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,본인,"2010년식 K7 배기량(2,699cc)",11160,0,0,0,0,11160,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,배우자,"2015년식 제네시스 배기량(3,342cc)",30540,0,0,0,0,30540,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,부동산에관한규정이준용되는권리와자동차건설기계선박및항공기,자동차,부,"2014년식 K7 배기량(2,999cc)",23180,0,0,0,0,23180,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,예금,예금,본인,"신한은행 8,083(31,973 감소), 현대차증권 1,994(60 증가),우리은행 11(11 증가), 서울산 1, 우체국 1(1 증가),(주)KB손해보험 4,997(302 증가), 농협은행 119(119 증가),유안타증권 5, 경남은행 139(7 감소), 스탠다드차타드은행 15",46852,619,0,32106,0,15365,정기 예금 및 보험금 납입 생활비 마련 등의 예금 출금,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,예금,예금,배우자,"한국교직원공제회 4,558(1 증가), 유안타증권 6, 국민은행 1, 현대해상화재보험 5,464(535 증가), 메리츠화재해상보험(보험) 2,655(436 증가), 농협중앙회 59,619(1,640 감소), 신한은행 2",72973,972,0,1640,0,72305,정기 예금 및 보험금 납입 생활비 마련 등의 예금 출금,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,예금,예금,부,"NH투자증권 10, 현대해상화재보험 29,097(1,882 증가),KB증권 0(81 감소), 디지비생명보험㈜ 24,202(880 증가),태화 11,091, 농협중앙회 2,397(1,260 증가), 중소기업은행6,890(1,523 증가), (주)KEB하나은행 55,461(1,776 증가),현대차증권 72,109(442 증가)",193575,7763,0,81,0,201257,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,예금,예금,모,"농협중앙회 11,404(1,523 증가), KB증권 0(3,315 감소), 현대차증권 30,249(24,330 증가), 미래에셋대우(주) 0(173 감소), 교보생명보험 5,451(2,053 감소), 대신증권 0(1,796 감소), (주)KEB하나은행 53,325(45 증가), 삼성생명보험 4,341",86209,26041,0,7480,0,104770,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,정치자금법에따른정치자금의수입및지출을위한예금계좌의예금,본인,"우체국 1(5,365 감소)",5366,0,0,5365,0,1,선거비통장이었으나 현재사용하지 않음,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,상장주식,본인,"현대건설 40주, S-Oil 100주, 대우조선해양 1주",13277,7,0,1296,0,11988,비상장주식 및 일부주식 매각 등,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,상장주식,부,"현대중공업 87주, 현대중공업지주 15주, 인터파크홀딩스 500주, 코오롱글로벌 21주, SK하이닉스 67주, 마제스타1,500주, 현대일렉트릭 20주(10주 증가), 현대건설 140주,신한지주 8주, 현대건설기계 20주(10주 증가)",34252,2305,0,3341,0,33216,비상장주식 및 일부주식 매각 등,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,비상장주식,부,"위너스인프라인 0주(1,000주 감소), 우주통신 0주(460주 감소)",730,0,0,730,0,0,비상장주식 및 일부주식 매각 등,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,상장주식,모,"기아차 0주(400주 감소), 한솔홀딩스 63주(63주 증가), 대우조선해양 4주(4주 증가), 비츠로시스 0주(2,300주 감소), 신한 0주(38주 감소), 코오롱글로벌우 4주(4주 증가), 두산인프라코어0주(36주 감소), 삼진 501주, 코오롱글로벌우 0주(4주 감소), 대우조선해양 0주(4주 감소), 파루 1,867주, 한솔로지스틱스 0주(90주 감소), 신한 38주(38주 증가), 한솔로지스틱스146주(146주 증가), 두산인프라코어 36주(36주 증가), 기업은행19주(19주 증가), 기업은행 0주(19주 감소), 기아차400주(400주 증가), 대영포장 1,900주(1,900주 증가), 대신증권0주(50주 감소), SK증권 0주(400주 감소), 코오롱글로벌 0주(27주 감소), 한솔홀딩스 0주(63주 감소), 대신증권 50주(50주 증가), 코오롱글로벌 27주(27주 증가), 대성엘텍 10,400주, 대호피앤씨5,300주(5,300주 증가), SK증권 527주(527주 증가)",40076,23291,0,22547,0,40820,비상장주식 및 일부주식 매각 등,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,회사채,모,"현대로템26-1 0주(30,000주 감소)",30244,0,0,30244,0,0,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,유가증권,비상장주식,모,"우주통신 0주(80주 감소), 대우중공업우 0주(121주 감소), 대우중공업 0주(2주 감소)",655,0,0,655,0,0,,김시욱-울산광역시 울주군의회-의원,ulsan
김시욱,울산광역시 울주군의회,의원,채권,채권,본인,사인간채권,310000,0,0,0,0,310000,,김시욱-울산광역시 울주군의회-의원,ulsan
